Point,X(Minutes),Y(Counts),Analyte
351,5.89,185.7797546,Ligation Product
352,5.91,195.7387238,Ligation Product
353,5.92,201.0001678,Ligation Product
354,5.94,202.3970947,Ligation Product
355,5.96,201.6711578,Ligation Product
356,5.97,197.4501648,Ligation Product
357,5.99,184.1431274,Ligation Product
358,6.01,157.5166626,Ligation Product
359,6.02,120.6413574,Ligation Product
360,6.04,83.2244873,Ligation Product
361,6.06,56.47420883,Ligation Product
362,6.07,48.16439819,Ligation Product
363,6.09,59.47158432,Ligation Product
364,6.11,83.64373016,Ligation Product
365,6.12,108.9848785,Ligation Product
366,6.14,125.0841446,Ligation Product
367,6.16,127.9760971,Ligation Product
368,6.17,121.023262,Ligation Product
369,6.19,109.5393524,Ligation Product
370,6.21,97.55458069,Ligation Product
371,6.22,88.00067902,Ligation Product
372,6.24,83.46178436,Ligation Product
373,6.26,87.2379837,Ligation Product
374,6.27,102.572113,Ligation Product
375,6.29,130.3657074,Ligation Product
376,6.31,165.50354,Ligation Product
377,6.32,197.3085022,Ligation Product
378,6.34,214.7233276,Ligation Product
379,6.36,214.4080353,Ligation Product
380,6.37,200.9179535,Ligation Product
381,6.39,183.6716156,Ligation Product
382,6.41,173.4082336,Ligation Product
383,6.42,177.9404449,Ligation Product
384,6.44,197.6018982,Ligation Product
385,6.45,225.1798401,Ligation Product
386,6.47,248.6651001,Ligation Product
387,6.49,258.0199585,Ligation Product
388,6.5,250.6218109,Ligation Product
389,6.52,233.4707642,Ligation Product
390,6.54,216.0781555,Ligation Product
391,6.55,204.1425934,Ligation Product
392,6.57,197.4837952,Ligation Product
393,6.59,192.6849365,Ligation Product
394,6.6,185.9871368,Ligation Product
395,6.62,174.9051971,Ligation Product
396,6.64,159.0402679,Ligation Product
397,6.65,140.521286,Ligation Product
398,6.67,123.7789841,Ligation Product
399,6.69,112.4497757,Ligation Product
400,6.7,105.6719971,Ligation Product
401,6.72,100.4518814,Ligation Product
402,6.74,94.42041016,Ligation Product
403,6.75,87.87044525,Ligation Product
404,6.77,83.04198456,Ligation Product
405,6.79,83.53662872,Ligation Product
406,6.8,91.95106506,Ligation Product
407,6.82,108.794342,Ligation Product
408,6.84,130.4855499,Ligation Product
409,6.85,147.733017,Ligation Product
410,6.87,151.9332123,Ligation Product
411,6.89,142.3968353,Ligation Product
412,6.9,128.0278015,Ligation Product
413,6.92,118.1469955,Ligation Product
414,6.94,115.3724594,Ligation Product
415,6.95,117.0649872,Ligation Product
416,6.97,119.9671936,Ligation Product
417,6.99,123.5541916,Ligation Product
418,7,128.2880096,Ligation Product
419,7.02,133.3056641,Ligation Product
420,7.04,137.562561,Ligation Product
421,7.05,142.200592,Ligation Product
422,7.07,149.7850342,Ligation Product
423,7.09,159.9609833,Ligation Product
424,7.1,167.8544312,Ligation Product
425,7.12,167.2116241,Ligation Product
426,7.14,157.8527985,Ligation Product
427,7.15,145.1334534,Ligation Product
428,7.17,133.3732605,Ligation Product
429,7.19,121.5100555,Ligation Product
430,7.2,106.1639709,Ligation Product
431,7.22,88.76565552,Ligation Product
432,7.24,76.8504715,Ligation Product
433,7.25,80.71689606,Ligation Product
434,7.27,105.9278641,Ligation Product
435,7.29,145.9547729,Ligation Product
436,7.3,183.4076843,Ligation Product
437,7.32,200.7392883,Ligation Product
438,7.33,192.4124451,Ligation Product
439,7.35,167.3768311,Ligation Product
440,7.37,140.7420197,Ligation Product
441,7.38,121.4299164,Ligation Product
442,7.4,107.3352127,Ligation Product
443,7.42,90.92192841,Ligation Product
444,7.43,69.01691437,Ligation Product
445,7.45,46.8959198,Ligation Product
446,7.47,34.10871887,Ligation Product
447,7.48,37.93201065,Ligation Product
448,7.5,60.48519897,Ligation Product
449,7.52,96.7146225,Ligation Product
450,7.53,134.9178314,Ligation Product
451,7.55,161.0204315,Ligation Product
452,7.57,165.022644,Ligation Product
453,7.58,146.4970551,Ligation Product
454,7.6,114.7702103,Ligation Product
455,7.62,83.69190216,Ligation Product
456,7.63,63.46161652,Ligation Product
457,7.65,54.64631271,Ligation Product
458,7.67,50.80184555,Ligation Product
459,7.68,47.1444664,Ligation Product
460,7.7,45.15531158,Ligation Product
461,7.72,51.09724426,Ligation Product
462,7.73,71.20933533,Ligation Product
463,7.75,108.1103439,Ligation Product
464,7.77,159.5046997,Ligation Product
465,7.78,215.0159607,Ligation Product
466,7.8,256.9707336,Ligation Product
467,7.82,269.7594604,Ligation Product
468,7.83,251.1150055,Ligation Product
469,7.85,212.6744385,Ligation Product
470,7.87,171.3256531,Ligation Product
471,7.88,140.1378326,Ligation Product
472,7.9,123.4255905,Ligation Product
473,7.92,117.9605942,Ligation Product
474,7.93,117.915451,Ligation Product
475,7.95,120.6175003,Ligation Product
476,7.97,124.965271,Ligation Product
477,7.98,127.3243713,Ligation Product
478,8,120.6314392,Ligation Product
479,8.02,101.87117,Ligation Product
480,8.03,78.50878143,Ligation Product
481,8.05,64.16674805,Ligation Product
482,8.07,67.31481171,Ligation Product
483,8.08,83.27790833,Ligation Product
484,8.1,97.77363586,Ligation Product
485,8.12,97.54644775,Ligation Product
486,8.13,80.45508575,Ligation Product
487,8.15,56.77625275,Ligation Product
488,8.17,40.30419922,Ligation Product
489,8.18,40.83272552,Ligation Product
490,8.2,59.82926178,Ligation Product
491,8.21,90.17832184,Ligation Product
492,8.23,118.1254196,Ligation Product
493,8.25,130.318512,Ligation Product
494,8.26,122.1472015,Ligation Product
495,8.28,100.644249,Ligation Product
496,8.3,78.02178192,Ligation Product
497,8.31,61.41532135,Ligation Product
498,8.33,49.55264664,Ligation Product
499,8.35,38.24073792,Ligation Product
500,8.36,26.34439659,Ligation Product
501,8.38,17.02109146,Ligation Product
502,8.4,13.93139935,Ligation Product
503,8.41,18.59601402,Ligation Product
504,8.43,28.92802048,Ligation Product
505,8.45,39.53131104,Ligation Product
506,8.46,44.16300964,Ligation Product
507,8.48,40.13136673,Ligation Product
508,8.5,30.99244499,Ligation Product
509,8.51,23.98343468,Ligation Product
510,8.53,25.23645973,Ligation Product
511,8.55,36.26671982,Ligation Product
512,8.56,53.24396515,Ligation Product
513,8.58,69.45006561,Ligation Product
514,8.6,78.9957962,Ligation Product
515,8.61,80.24368286,Ligation Product
516,8.63,75.22894287,Ligation Product
517,8.65,66.91345978,Ligation Product
518,8.66,56.63713074,Ligation Product
519,8.68,45.83198547,Ligation Product
520,8.7,38.75709152,Ligation Product
521,8.71,41.22952271,Ligation Product
522,8.73,55.73034286,Ligation Product
523,8.75,76.48097992,Ligation Product
524,8.76,92.59523773,Ligation Product
525,8.78,95.76015472,Ligation Product
526,8.8,88.24582672,Ligation Product
527,8.81,80.54201508,Ligation Product
528,8.83,81.06091309,Ligation Product
529,8.85,89.64659882,Ligation Product
530,8.86,99.99105835,Ligation Product
531,8.88,106.8158569,Ligation Product
532,8.9,109.5051804,Ligation Product
533,8.91,109.3538284,Ligation Product
534,8.93,104.6826782,Ligation Product
535,8.95,92.62014008,Ligation Product
536,8.96,74.90007019,Ligation Product
537,8.98,58.95727921,Ligation Product
538,9,52.40686798,Ligation Product
539,9.01,56.88843155,Ligation Product
540,9.03,68.87545013,Ligation Product
541,9.05,83.25379944,Ligation Product
542,9.06,95.13950348,Ligation Product
543,9.08,98.87892914,Ligation Product
544,9.09,90.04439545,Ligation Product
545,9.11,69.93443298,Ligation Product
546,9.13,46.89983749,Ligation Product
547,9.14,30.71782494,Ligation Product
548,9.16,26.47058868,Ligation Product
549,9.18,32.45703125,Ligation Product
550,9.19,41.89834595,Ligation Product
551,9.21,47.1709404,Ligation Product
552,9.23,46.26822281,Ligation Product
553,9.24,44.77943802,Ligation Product
554,9.26,51.2360611,Ligation Product
555,9.28,69.18491364,Ligation Product
556,9.29,92.32754517,Ligation Product
557,9.31,108.9068069,Ligation Product
558,9.33,111.1673126,Ligation Product
559,9.34,100.0042267,Ligation Product
560,9.36,82.2000351,Ligation Product
561,9.38,65.6417923,Ligation Product
562,9.39,57.58743286,Ligation Product
563,9.41,62.16077805,Ligation Product
564,9.43,76.95195007,Ligation Product
565,9.44,93.69998932,Ligation Product
566,9.46,105.1178055,Ligation Product
567,9.48,110.8592148,Ligation Product
568,9.49,116.3537292,Ligation Product
569,9.51,126.535675,Ligation Product
570,9.53,142.6758881,Ligation Product
571,9.54,163.7578125,Ligation Product
572,9.56,185.796814,Ligation Product
573,9.58,199.4868317,Ligation Product
574,9.59,194.3336334,Ligation Product
575,9.61,167.7244568,Ligation Product
576,9.63,129.3808746,Ligation Product
577,9.64,94.13343048,Ligation Product
578,9.66,70.01422119,Ligation Product
579,9.68,54.48322678,Ligation Product
580,9.69,41.32094193,Ligation Product
581,9.71,28.85280228,Ligation Product
582,9.73,20.42126465,Ligation Product
583,9.74,22.79959679,Ligation Product
584,9.77,42.34529114,Ligation Product
585,9.78,82.6153717,Ligation Product
586,9.8,139.9550171,Ligation Product
587,9.82,200.5652161,Ligation Product
588,9.83,246.2662964,Ligation Product
589,9.85,265.2478333,Ligation Product
590,9.87,258.0046082,Ligation Product
591,9.88,234.3427124,Ligation Product
592,9.9,206.8353882,Ligation Product
593,9.91,184.8400574,Ligation Product
594,9.93,171.9699249,Ligation Product
595,9.95,166.750351,Ligation Product
596,9.96,164.851532,Ligation Product
597,9.98,161.8790131,Ligation Product
598,10,154.1803589,Ligation Product
599,10.01,140.7125397,Ligation Product
600,10.03,124.334938,Ligation Product
601,10.05,112.4614487,Ligation Product
602,10.06,114.3469925,Ligation Product
603,10.08,131.8095856,Ligation Product
604,10.1,155.1122742,Ligation Product
605,10.11,169.6392212,Ligation Product
606,10.13,168.051651,Ligation Product
607,10.15,154.2185211,Ligation Product
608,10.16,137.0159607,Ligation Product
609,10.18,121.8048553,Ligation Product
610,10.2,107.6855774,Ligation Product
611,10.21,92.89548492,Ligation Product
612,10.23,79.66160583,Ligation Product
613,10.25,74.69908142,Ligation Product
614,10.26,81.92897034,Ligation Product
615,10.28,96.91951752,Ligation Product
616,10.3,110.4483337,Ligation Product
617,10.31,117.25,Ligation Product
618,10.33,120.6473923,Ligation Product
619,10.35,124.9695969,Ligation Product
620,10.36,130.3233948,Ligation Product
621,10.38,137.4184875,Ligation Product
622,10.4,152.274826,Ligation Product
623,10.41,182.6571198,Ligation Product
624,10.43,226.8359375,Ligation Product
625,10.45,270.0649719,Ligation Product
626,10.46,292.0173645,Ligation Product
627,10.48,280.1252747,Ligation Product
628,10.5,237.0305328,Ligation Product
629,10.51,179.4821777,Ligation Product
630,10.53,129.7365417,Ligation Product
631,10.55,104.663414,Ligation Product
632,10.56,107.138031,Ligation Product
633,10.58,127.79216,Ligation Product
634,10.6,155.1800232,Ligation Product
635,10.61,186.0648193,Ligation Product
636,10.63,222.5844574,Ligation Product
637,10.65,264.7698364,Ligation Product
638,10.66,302.403717,Ligation Product
639,10.68,323.0571594,Ligation Product
640,10.7,321.9678345,Ligation Product
641,10.71,305.6708374,Ligation Product
642,10.73,283.7955017,Ligation Product
643,10.75,260.0252075,Ligation Product
644,10.76,233.3024597,Ligation Product
645,10.78,206.3932648,Ligation Product
646,10.79,188.5116272,Ligation Product
647,10.81,185.4439545,Ligation Product
648,10.83,190.5746155,Ligation Product
649,10.84,192.298233,Ligation Product
650,10.86,184.2986603,Ligation Product
651,10.88,169.3013611,Ligation Product
652,10.89,152.0372467,Ligation Product
653,10.91,135.8392639,Ligation Product
654,10.93,122.3649216,Ligation Product
655,10.94,113.3457565,Ligation Product
656,10.96,110.5454254,Ligation Product
657,10.98,116.8017731,Ligation Product
658,10.99,133.7116089,Ligation Product
659,11.01,160.9221497,Ligation Product
660,11.03,194.7172241,Ligation Product
661,11.04,228.285965,Ligation Product
662,11.06,251.9367371,Ligation Product
663,11.08,258.2003174,Ligation Product
664,11.1,247.5800018,Ligation Product
665,11.12,230.4564972,Ligation Product
666,11.13,220.5063629,Ligation Product
667,11.15,224.5461884,Ligation Product
668,11.17,237.5588226,Ligation Product
669,11.18,248.3174591,Ligation Product
670,11.2,249.7462616,Ligation Product
671,11.22,243.6298981,Ligation Product
672,11.24,236.8115082,Ligation Product
673,11.26,231.4763641,Ligation Product
674,11.27,221.7019806,Ligation Product
675,11.29,202.5478363,Ligation Product
676,11.31,179.5145874,Ligation Product
677,11.32,165.0282135,Ligation Product
678,11.34,162.3110809,Ligation Product
679,11.36,160.9820557,Ligation Product
680,11.37,149.1941833,Ligation Product
681,11.39,124.8150101,Ligation Product
682,11.41,95.04045105,Ligation Product
683,11.42,69.02639008,Ligation Product
684,11.44,52.56631851,Ligation Product
685,11.46,48.83002472,Ligation Product
686,11.47,57.77464294,Ligation Product
687,11.49,76.81045532,Ligation Product
688,11.51,104.2784882,Ligation Product
689,11.52,138.192627,Ligation Product
690,11.54,175.7292786,Ligation Product
691,11.56,212.8786011,Ligation Product
692,11.58,244.6565857,Ligation Product
693,11.59,266.6942444,Ligation Product
694,11.61,275.1318665,Ligation Product
695,11.63,266.3520813,Ligation Product
696,11.65,240.4859009,Ligation Product
697,11.67,205.2007446,Ligation Product
698,11.68,175.2532959,Ligation Product
699,11.7,164.0966949,Ligation Product
700,11.72,172.5707855,Ligation Product
701,11.73,187.9979401,Ligation Product
702,11.75,192.9812317,Ligation Product
703,11.77,177.706604,Ligation Product
704,11.79,145.8943939,Ligation Product
705,11.81,109.8228836,Ligation Product
706,11.82,80.86806488,Ligation Product
707,11.84,62.69075012,Ligation Product
708,11.86,50.7806778,Ligation Product
709,11.87,39.18407059,Ligation Product
710,11.89,26.45508957,Ligation Product
711,11.91,15.36075974,Ligation Product
712,11.92,9.192556381,Ligation Product
713,11.94,10.96459389,Ligation Product
714,11.96,24.24098587,Ligation Product
715,11.97,52.59717178,Ligation Product
716,11.99,94.56496429,Ligation Product
717,12.01,138.2466125,Ligation Product
718,12.02,166.0943909,Ligation Product
719,12.04,169.724411,Ligation Product
720,12.06,160.0793304,Ligation Product
721,12.07,158.631073,Ligation Product
722,12.09,178.7677917,Ligation Product
723,12.11,218.1131897,Ligation Product
724,12.12,267.1565552,Ligation Product
725,12.14,318.3990479,Ligation Product
726,12.16,365.4952698,Ligation Product
727,12.17,399.0930176,Ligation Product
728,12.19,410.1060791,Ligation Product
729,12.21,397.8677979,Ligation Product
730,12.22,369.5724182,Ligation Product
731,12.24,333.4587708,Ligation Product
732,12.26,296.627594,Ligation Product
733,12.27,267.0833435,Ligation Product
734,12.29,254.0795898,Ligation Product
735,12.31,263.931488,Ligation Product
736,12.32,299.1007996,Ligation Product
737,12.34,353.6844177,Ligation Product
738,12.35,409.8554077,Ligation Product
739,12.37,445.8540649,Ligation Product
740,12.39,448.7069397,Ligation Product
741,12.4,419.9995728,Ligation Product
742,12.42,372.8537598,Ligation Product
743,12.44,324.8777161,Ligation Product
744,12.45,289.7422791,Ligation Product
745,12.47,268.0131836,Ligation Product
746,12.49,250.9186554,Ligation Product
747,12.5,232.2889099,Ligation Product
748,12.52,212.4008331,Ligation Product
749,12.54,193.3077545,Ligation Product
750,12.55,176.2505035,Ligation Product
751,12.57,163.2306519,Ligation Product
752,12.59,157.9549561,Ligation Product
753,12.6,160.5524139,Ligation Product
754,12.62,165.4992828,Ligation Product
755,12.64,169.3271637,Ligation Product
756,12.65,177.6153412,Ligation Product
757,12.67,199.9273834,Ligation Product
758,12.69,237.8169098,Ligation Product
759,12.7,281.2181396,Ligation Product
760,12.72,319.4129944,Ligation Product
761,12.74,347.2860107,Ligation Product
762,12.75,363.3114014,Ligation Product
763,12.77,363.3177185,Ligation Product
764,12.79,345.6535034,Ligation Product
765,12.8,320.0891113,Ligation Product
766,12.82,305.8112488,Ligation Product
767,12.84,316.8653564,Ligation Product
768,12.85,351.4184265,Ligation Product
769,12.87,401.722168,Ligation Product
770,12.89,482.5411987,Ligation Product
771,12.9,662.3036499,Ligation Product
772,12.92,1076.287964,Ligation Product
773,12.94,1944.800903,Ligation Product
774,12.95,3586.711426,Ligation Product
775,12.97,6423.991211,Ligation Product
776,12.99,10898.22656,Ligation Product
777,13,17275.04492,Ligation Product
778,13.02,25421.88867,Ligation Product
779,13.04,34694.78125,Ligation Product
780,13.05,44023.08984,Ligation Product
781,13.08,52136.67578,Ligation Product
782,13.1,57811.13281,Ligation Product
783,13.13,60078.5,Ligation Product
784,13.16,58450.20703,Ligation Product
785,13.19,53126.60938,Ligation Product
786,13.22,45055,Ligation Product
787,13.24,35713.45313,Ligation Product
788,13.27,26641.47461,Ligation Product
789,13.3,18980.40039,Ligation Product
790,13.32,13225.15723,Ligation Product
791,13.33,9280.981445,Ligation Product
792,13.35,6712.800781,Ligation Product
793,13.37,5027.081055,Ligation Product
794,13.38,3850.871826,Ligation Product
795,13.4,2965.077393,Ligation Product
796,13.42,2262.754883,Ligation Product
797,13.43,1703.764038,Ligation Product
798,13.45,1282.295532,Ligation Product
799,13.47,992.3638306,Ligation Product
800,13.48,814.5892944,Ligation Product
801,13.5,717.942627,Ligation Product
802,13.52,667.6421509,Ligation Product
803,13.53,636.3079224,Ligation Product
804,13.55,602.348999,Ligation Product
805,13.57,555.5352783,Ligation Product
806,13.58,502.1951599,Ligation Product
807,13.6,458.4176941,Ligation Product
808,13.63,434.7096558,Ligation Product
809,13.66,427.0404358,Ligation Product
810,13.68,422.8291321,Ligation Product
811,13.71,409.5173035,Ligation Product
812,13.74,380.1286316,Ligation Product
813,13.77,336.0442505,Ligation Product
814,13.8,290.6008301,Ligation Product
815,13.82,262.4614563,Ligation Product
816,13.85,261.5465698,Ligation Product
817,13.88,279.5030518,Ligation Product
818,13.91,298.6069641,Ligation Product
819,13.94,308.9403687,Ligation Product
820,13.96,313.4077148,Ligation Product
821,13.98,317.3232117,Ligation Product
822,13.99,320.4797668,Ligation Product
823,14.01,320.7060547,Ligation Product
824,14.03,319.8329773,Ligation Product
825,14.04,322.2777405,Ligation Product
826,14.06,330.4524231,Ligation Product
827,14.08,343.6698914,Ligation Product
828,14.09,358.6325073,Ligation Product
829,14.11,370.1795959,Ligation Product
830,14.13,372.8807068,Ligation Product
831,14.14,364.8519897,Ligation Product
832,14.16,354.4715271,Ligation Product
833,14.18,355.7671204,Ligation Product
834,14.19,372.2408142,Ligation Product
835,14.21,387.8703003,Ligation Product
836,14.23,381.2034302,Ligation Product
837,14.24,348.3121338,Ligation Product
838,14.26,307.0394897,Ligation Product
839,14.28,280.3950195,Ligation Product
840,14.29,276.2459717,Ligation Product
841,14.31,285.8165894,Ligation Product
842,14.33,295.125946,Ligation Product
843,14.34,299.1170349,Ligation Product
844,14.36,303.2776184,Ligation Product
845,14.38,314.137146,Ligation Product
846,14.39,331.199585,Ligation Product
847,14.41,349.0745239,Ligation Product
848,14.42,364.6743164,Ligation Product
849,14.44,378.5149536,Ligation Product
850,14.46,388.2033997,Ligation Product
851,14.47,383.3933411,Ligation Product
852,14.49,352.3857727,Ligation Product
853,14.51,295.894165,Ligation Product
854,14.52,233.0529785,Ligation Product
855,14.54,186.783493,Ligation Product
856,14.56,166.1993561,Ligation Product
857,14.57,164.3699646,Ligation Product
858,14.59,168.5406342,Ligation Product
859,14.61,170.3587036,Ligation Product
860,14.62,168.9428253,Ligation Product
861,14.64,167.4969788,Ligation Product
862,14.66,167.3260956,Ligation Product
863,14.67,166.9595032,Ligation Product
864,14.69,164.9337158,Ligation Product
865,14.71,163.9342041,Ligation Product
866,14.72,169.017868,Ligation Product
867,14.74,185.0197296,Ligation Product
868,14.76,216.7970428,Ligation Product
869,14.77,267.440918,Ligation Product
870,14.79,334.0538025,Ligation Product
871,14.81,400.8896179,Ligation Product
872,14.82,445.0898743,Ligation Product
873,14.84,450.052063,Ligation Product
874,14.86,415.556488,Ligation Product
875,14.87,354.077179,Ligation Product
876,14.89,285.8954773,Ligation Product
877,14.91,233.7182922,Ligation Product
878,14.92,213.8097382,Ligation Product
879,14.94,226.157135,Ligation Product
880,14.96,255.3879395,Ligation Product
881,14.97,285.3857117,Ligation Product
882,14.99,311.2226563,Ligation Product
883,15.01,339.3734131,Ligation Product
884,15.02,376.1271973,Ligation Product
885,15.04,418.8614502,Ligation Product
886,15.06,461.1178894,Ligation Product
887,15.07,498.328125,Ligation Product
888,15.09,527.2352295,Ligation Product
889,15.11,542.8825073,Ligation Product
890,15.12,542.0211182,Ligation Product
891,15.14,526.715332,Ligation Product
892,15.16,502.9537964,Ligation Product
893,15.17,472.4381714,Ligation Product
894,15.19,431.1419373,Ligation Product
895,15.21,376.8182068,Ligation Product
896,15.22,317.9352417,Ligation Product
897,15.24,271.1838074,Ligation Product
898,15.26,248.6099854,Ligation Product
899,15.27,252.2395477,Ligation Product
900,15.29,275.5092468,Ligation Product
901,15.3,306.3261719,Ligation Product
902,15.32,332.0549622,Ligation Product
903,15.34,343.4149475,Ligation Product
904,15.35,335.2791748,Ligation Product
905,15.37,310.276123,Ligation Product
906,15.39,282.0837402,Ligation Product
907,15.4,270.647644,Ligation Product
908,15.42,289.3916931,Ligation Product
909,15.44,331.8787842,Ligation Product
910,15.45,374.8019104,Ligation Product
911,15.47,393.6835938,Ligation Product
912,15.49,380.5135193,Ligation Product
913,15.5,346.2646484,Ligation Product
914,15.52,304.3257751,Ligation Product
915,15.54,258.4820862,Ligation Product
916,15.55,208.01474,Ligation Product
917,15.57,158.6478424,Ligation Product
918,15.59,123.5713272,Ligation Product
919,15.6,114.4921036,Ligation Product
920,15.62,133.8347015,Ligation Product
921,15.64,176.6638336,Ligation Product
922,15.65,234.3700104,Ligation Product
923,15.67,297.0036621,Ligation Product
924,15.69,359.0599365,Ligation Product
925,15.7,419.36203,Ligation Product
926,15.72,474.3164978,Ligation Product
927,15.74,510.8721008,Ligation Product
928,15.75,515.9597778,Ligation Product
929,15.77,487.9197998,Ligation Product
930,15.79,441.2281189,Ligation Product
931,15.8,398.658844,Ligation Product
932,15.82,381.7016907,Ligation Product
933,15.84,398.6799927,Ligation Product
934,15.85,436.4919128,Ligation Product
935,15.87,465.4496155,Ligation Product
936,15.89,461.6292725,Ligation Product
937,15.9,423.4233093,Ligation Product
938,15.92,373.8611755,Ligation Product
939,15.94,343.0475159,Ligation Product
940,15.95,350.1546936,Ligation Product
941,15.97,393.7013855,Ligation Product
942,15.99,457.0628662,Ligation Product
943,16,520.2915039,Ligation Product
944,16.02,570.0754395,Ligation Product
945,16.04,598.7835083,Ligation Product
946,16.05,601.0164185,Ligation Product
947,16.07,570.8679199,Ligation Product
948,16.09,507.3995972,Ligation Product
949,16.1,422.7372131,Ligation Product
950,16.12,339.8050232,Ligation Product
951,16.14,275.739502,Ligation Product
952,16.15,235.2998657,Ligation Product
953,16.17,217.5154114,Ligation Product
954,16.18,226.8369904,Ligation Product
955,16.2,268.1447144,Ligation Product
956,16.22,332.3434448,Ligation Product
957,16.23,395.3633118,Ligation Product
958,16.25,435.7452698,Ligation Product
959,16.27,448.5239868,Ligation Product
960,16.28,438.8523254,Ligation Product
961,16.3,414.1840515,Ligation Product
962,16.32,384.331665,Ligation Product
963,16.33,364.750824,Ligation Product
964,16.35,367.0567627,Ligation Product
965,16.37,388.222229,Ligation Product
966,16.38,414.3319397,Ligation Product
967,16.4,434.9024963,Ligation Product
968,16.42,447.6444092,Ligation Product
969,16.43,452.1177673,Ligation Product
970,16.45,446.2416687,Ligation Product
971,16.47,432.8119812,Ligation Product
972,16.48,418.1308594,Ligation Product
973,16.5,405.4520264,Ligation Product
974,16.52,395.1869507,Ligation Product
975,16.53,390.6760864,Ligation Product
976,16.55,395.9924622,Ligation Product
977,16.57,407.434906,Ligation Product
978,16.58,410.2672729,Ligation Product
979,16.6,389.996582,Ligation Product
980,16.62,344.3244324,Ligation Product
981,16.63,285.7080688,Ligation Product
982,16.65,230.0294495,Ligation Product
983,16.67,190.2969818,Ligation Product
984,16.68,173.7490387,Ligation Product
985,16.7,180.1368408,Ligation Product
986,16.72,199.3071899,Ligation Product
987,16.73,216.9530487,Ligation Product
988,16.75,225.2137604,Ligation Product
989,16.77,228.8269653,Ligation Product
990,16.78,238.0631866,Ligation Product
991,16.8,255.7274475,Ligation Product
992,16.82,273.4739075,Ligation Product
993,16.83,283.2135925,Ligation Product
994,16.85,285.3449097,Ligation Product
995,16.87,284.6886292,Ligation Product
996,16.88,282.3882446,Ligation Product
997,16.9,277.0655518,Ligation Product
998,16.92,267.908905,Ligation Product
999,16.93,256.1985168,Ligation Product
1000,16.95,244.4737396,Ligation Product
1001,16.97,235.3432617,Ligation Product
1002,16.98,232.4806213,Ligation Product
1003,17,244.2420807,Ligation Product
1004,17.02,281.0203247,Ligation Product
1005,17.03,344.3037415,Ligation Product
1006,17.05,413.852478,Ligation Product
1007,17.06,453.7732849,Ligation Product
1008,17.08,436.8736572,Ligation Product
1009,17.1,368.3330688,Ligation Product
1010,17.11,281.209259,Ligation Product
1011,17.13,210.6637878,Ligation Product
1012,17.15,173.528183,Ligation Product
1013,17.16,167.1671143,Ligation Product
1014,17.18,179.7861328,Ligation Product
1015,17.2,199.8891754,Ligation Product
1016,17.21,221.980072,Ligation Product
1017,17.23,246.8078461,Ligation Product
1018,17.25,277.1915588,Ligation Product
1019,17.26,313.1465759,Ligation Product
1020,17.28,349.6495972,Ligation Product
1021,17.3,379.9860535,Ligation Product
1022,17.32,399.208374,Ligation Product
1023,17.34,405.8371277,Ligation Product
1024,17.35,398.6834412,Ligation Product
1025,17.37,377.1577148,Ligation Product
1026,17.39,344.3478699,Ligation Product
1027,17.4,305.2418518,Ligation Product
1028,17.42,264.9456787,Ligation Product
1029,17.44,231.1386871,Ligation Product
1030,17.45,218.229248,Ligation Product
1031,17.47,240.7923737,Ligation Product
1032,17.49,299.8873596,Ligation Product
1033,17.5,375.6167297,Ligation Product
1034,17.52,433.5335693,Ligation Product
1035,17.54,443.4997559,Ligation Product
1036,17.55,399.8089905,Ligation Product
1037,17.57,324.0865479,Ligation Product
1038,17.59,249.0051422,Ligation Product
1039,17.6,203.098175,Ligation Product
1040,17.62,200.6200867,Ligation Product
1041,17.64,240.0071564,Ligation Product
1042,17.65,305.8987427,Ligation Product
1043,17.67,371.9320068,Ligation Product
1044,17.69,411.8022156,Ligation Product
1045,17.7,411.7313232,Ligation Product
1046,17.72,379.8189087,Ligation Product
1047,17.74,339.6320496,Ligation Product
1048,17.75,314.46698,Ligation Product
1049,17.77,313.0430298,Ligation Product
1050,17.79,327.092865,Ligation Product
1051,17.8,339.4997559,Ligation Product
1052,17.82,338.710968,Ligation Product
1053,17.84,330.0762634,Ligation Product
1054,17.85,330.9102478,Ligation Product
1055,17.87,355.192627,Ligation Product
1056,17.88,394.9634399,Ligation Product
1057,17.9,426.675354,Ligation Product
1058,17.92,436.4625549,Ligation Product
1059,17.93,436.1018066,Ligation Product
1060,17.95,448.293396,Ligation Product
1061,17.97,477.0061951,Ligation Product
1062,17.98,502.3858948,Ligation Product
1063,18,508.0590515,Ligation Product
1064,18.02,508.3676758,Ligation Product
1065,18.03,538.9049072,Ligation Product
1066,18.05,625.6814575,Ligation Product
1067,18.07,759.880249,Ligation Product
1068,18.08,903.1953125,Ligation Product
1069,18.11,1017.1922,Ligation Product
1070,18.13,1086.185547,Ligation Product
1071,18.15,1127.18042,Ligation Product
1072,18.18,1162.808716,Ligation Product
1073,18.19,1198.338257,Ligation Product
1074,18.21,1218.974243,Ligation Product
1075,18.23,1205.787231,Ligation Product
1076,18.26,1148.18396,Ligation Product
1077,18.29,1046.293945,Ligation Product
1078,18.31,912.1380005,Ligation Product
1079,18.34,766.065918,Ligation Product
1080,18.37,630.5923462,Ligation Product
1081,18.4,521.3756714,Ligation Product
1082,18.42,445.7050476,Ligation Product
1083,18.45,402.5153198,Ligation Product
1084,18.48,386.8591309,Ligation Product
1085,18.5,392.3569946,Ligation Product
1086,18.53,404.8199463,Ligation Product
